No.;Time;;;;;time 2;time 1;delay;;delay 2;delay 1;jitter
10403;63,057417;63,057417;;;;63,057417;63,057417;0;;0,0044;0;0,0044
10404;63,057417;63,057417;;;;63,061817;63,057417;0,0044;;0;0,0044;-0,0044
10405;63,061817;63,061817;;;;63,061817;63,061817;0;;0;0;0
10406;63,061817;63,061817;;;;63,061817;63,061817;0;;0,006691;0;0,006691
10407;63,061817;63,061817;;;;63,068508;63,061817;0,006691;;0;0,006691;-0,006691
10408;63,068508;63,068508;;;;63,068508;63,068508;0;;8,7E-05;0;8,7E-05
10409;63,068508;63,068508;;;;63,068595;63,068508;8,7E-05;;0;8,7E-05;-8,7E-05
10410;63,068595;63,068595;;;;63,068595;63,068595;0;;0,001095;0;0,001095
10411;63,068595;63,068595;;;;63,06969;63,068595;0,001095;;0;0,001095;-0,001095
10414;63,06969;63,06969;;;;63,06969;63,06969;0;;0,082499;0;0,082499
10415;63,06969;63,06969;;;;63,152189;63,06969;0,082499;;0,000537;0,082499;-0,081962
10420;63,152189;63,152189;;;;63,152726;63,152189;0,000537;;0;0,000537;-0,000537
10421;63,152726;63,152726;;;;63,152726;63,152726;0;;0;0;0
10422;63,152726;63,152726;;;;63,152726;63,152726;0;;0;0;0
10423;63,152726;63,152726;;;;63,152726;63,152726;0;;0;0;0
10424;63,152726;63,152726;;;;63,152726;63,152726;0;;0,069683;0;0,069683
10425;63,152726;63,152726;;;;63,222409;63,152726;0,069683;;0,004182;0,069683;-0,065501
10431;63,222409;63,222409;;;;63,226591;63,222409;0,004182;;0,014529;0,004182;0,010347
10432;63,226591;63,226591;;;;63,24112;63,226591;0,014529;;0,017176;0,014529;0,002647
10433;63,24112;63,24112;;;;63,258296;63,24112;0,017176;;0,000118;0,017176;-0,017058
10434;63,258296;63,258296;;;;63,258414;63,258296;0,000118;;0,025631;0,000118;0,025513
10435;63,258414;63,258414;;;;63,284045;63,258414;0,025631;;0,000465;0,025631;-0,025166
10437;63,284045;63,284045;;;;63,28451;63,284045;0,000465;;7,6E-05;0,000465;-0,000389
10438;63,28451;63,28451;;;;63,284586;63,28451;7,6E-05;;0,000154;7,6E-05;7,8E-05
10439;63,284586;63,284586;;;;63,28474;63,284586;0,000154;;0,031693;0,000154;0,031539
10440;63,28474;63,28474;;;;63,316433;63,28474;0,031693;;0,012725;0,031693;-0,018968
10441;63,316433;63,316433;;;;63,329158;63,316433;0,012725;;0,000122;0,012725;-0,012603
10442;63,329158;63,329158;;;;63,32928;63,329158;0,000122;;0,036979;0,000122;0,036857
10443;63,32928;63,32928;;;;63,366259;63,32928;0,036979;;0,001093;0,036979;-0,035886
10444;63,366259;63,366259;;;;63,367352;63,366259;0,001093;;0,000116;0,001093;-0,000977
10445;63,367352;63,367352;;;;63,367468;63,367352;0,000116;;0,001498;0,000116;0,001382
10446;63,367468;63,367468;;;;63,368966;63,367468;0,001498;;0,014915;0,001498;0,013417
10447;63,368966;63,368966;;;;63,383881;63,368966;0,014915;;0,000132;0,014915;-0,014783
10448;63,383881;63,383881;;;;63,384013;63,383881;0,000132;;0,000225;0,000132;9,3E-05
10449;63,384013;63,384013;;;;63,384238;63,384013;0,000225;;0,013073;0,000225;0,012848
10450;63,384238;63,384238;;;;63,397311;63,384238;0,013073;;0,0002;0,013073;-0,012873
10451;63,397311;63,397311;;;;63,397511;63,397311;0,0002;;0,000541;0,0002;0,000341
10452;63,397511;63,397511;;;;63,398052;63,397511;0,000541;;0,003669;0,000541;0,003128
10453;63,398052;63,398052;;;;63,401721;63,398052;0,003669;;0;0,003669;-0,003669
10454;63,401721;63,401721;;;;63,401721;63,401721;0;;0;0;0
10455;63,401721;63,401721;;;;63,401721;63,401721;0;;0;0;0
10456;63,401721;63,401721;;;;63,401721;63,401721;0;;0;0;0
10457;63,401721;63,401721;;;;63,401721;63,401721;0;;0,00031;0;0,00031
10458;63,401721;63,401721;;;;63,402031;63,401721;0,00031;;0,000104;0,00031;-0,000206
10459;63,402031;63,402031;;;;63,402135;63,402031;0,000104;;0,001898;0,000104;0,001794
10460;63,402135;63,402135;;;;63,404033;63,402135;0,001898;;0,001065;0,001898;-0,000833
10461;63,404033;63,404033;;;;63,405098;63,404033;0,001065;;9,9E-05;0,001065;-0,000966
10462;63,405098;63,405098;;;;63,405197;63,405098;9,9E-05;;0,000279;9,9E-05;0,00018
10463;63,405197;63,405197;;;;63,405476;63,405197;0,000279;;0,021804;0,000279;0,021525
10464;63,405476;63,405476;;;;63,42728;63,405476;0,021804;;0,000184;0,021804;-0,02162
10465;63,42728;63,42728;;;;63,427464;63,42728;0,000184;;0,002251;0,000184;0,002067
10466;63,427464;63,427464;;;;63,429715;63,427464;0,002251;;0;0,002251;-0,002251
10467;63,429715;63,429715;;;;63,429715;63,429715;0;;0;0;0
10468;63,429715;63,429715;;;;63,429715;63,429715;0;;0,000101;0;0,000101
10469;63,429715;63,429715;;;;63,429816;63,429715;0,000101;;0,009133;0,000101;0,009032
10470;63,429816;63,429816;;;;63,438949;63,429816;0,009133;;8,9E-05;0,009133;-0,009044
10471;63,438949;63,438949;;;;63,439038;63,438949;8,9E-05;;0,011856;8,9E-05;0,011767
10472;63,439038;63,439038;;;;63,450894;63,439038;0,011856;;0;0,011856;-0,011856
10473;63,450894;63,450894;;;;63,450894;63,450894;0;;0;0;0
10474;63,450894;63,450894;;;;63,450894;63,450894;0;;0,000108;0;0,000108
10475;63,450894;63,450894;;;;63,451002;63,450894;0,000108;;0,003669;0,000108;0,003561
10476;63,451002;63,451002;;;;63,454671;63,451002;0,003669;;0;0,003669;-0,003669
10477;63,454671;63,454671;;;;63,454671;63,454671;0;;8,5E-05;0;8,5E-05
10478;63,454671;63,454671;;;;63,454756;63,454671;8,5E-05;;0,009621;8,5E-05;0,009536
10479;63,454756;63,454756;;;;63,464377;63,454756;0,009621;;0;0,009621;-0,009621
10480;63,464377;63,464377;;;;63,464377;63,464377;0;;0,000132;0;0,000132
10481;63,464377;63,464377;;;;63,464509;63,464377;0,000132;;0,002376;0,000132;0,002244
10482;63,464509;63,464509;;;;63,466885;63,464509;0,002376;;0,003065;0,002376;0,000689
10483;63,466885;63,466885;;;;63,46995;63,466885;0,003065;;0,017316;0,003065;0,014251
10484;63,46995;63,46995;;;;63,487266;63,46995;0,017316;;0,00242;0,017316;-0,014896
10485;63,487266;63,487266;;;;63,489686;63,487266;0,00242;;0;0,00242;-0,00242
10486;63,489686;63,489686;;;;63,489686;63,489686;0;;0;0;0
10487;63,489686;63,489686;;;;63,489686;63,489686;0;;0,015073;0;0,015073
10488;63,489686;63,489686;;;;63,504759;63,489686;0,015073;;0,007944;0,015073;-0,007129
10489;63,504759;63,504759;;;;63,512703;63,504759;0,007944;;0,000116;0,007944;-0,007828
10491;63,512703;63,512703;;;;63,512819;63,512703;0,000116;;0,007922;0,000116;0,007806
10492;63,512819;63,512819;;;;63,520741;63,512819;0,007922;;0,001896;0,007922;-0,006026
10493;63,520741;63,520741;;;;63,522637;63,520741;0,001896;;0,000116;0,001896;-0,00178
10494;63,522637;63,522637;;;;63,522753;63,522637;0,000116;;0,02403;0,000116;0,023914
10495;63,522753;63,522753;;;;63,546783;63,522753;0,02403;;0,001712;0,02403;-0,022318
10496;63,546783;63,546783;;;;63,548495;63,546783;0,001712;;0,000119;0,001712;-0,001593
10497;63,548495;63,548495;;;;63,548614;63,548495;0,000119;;0,002569;0,000119;0,00245
10498;63,548614;63,548614;;;;63,551183;63,548614;0,002569;;0,015032;0,002569;0,012463
10499;63,551183;63,551183;;;;63,566215;63,551183;0,015032;;0;0,015032;-0,015032
10500;63,566215;63,566215;;;;63,566215;63,566215;0;;0;0;0
10501;63,566215;63,566215;;;;63,566215;63,566215;0;;0,000148;0;0,000148
10502;63,566215;63,566215;;;;63,566363;63,566215;0,000148;;0,003611;0,000148;0,003463
10503;63,566363;63,566363;;;;63,569974;63,566363;0,003611;;7,8E-05;0,003611;-0,003533
10504;63,569974;63,569974;;;;63,570052;63,569974;7,8E-05;;0,009119;7,8E-05;0,009041
10505;63,570052;63,570052;;;;63,579171;63,570052;0,009119;;8,9E-05;0,009119;-0,00903
10507;63,579171;63,579171;;;;63,57926;63,579171;8,9E-05;;0,009163;8,9E-05;0,009074
10508;63,57926;63,57926;;;;63,588423;63,57926;0,009163;;0,016502;0,009163;0,007339
10509;63,588423;63,588423;;;;63,604925;63,588423;0,016502;;0,027471;0,016502;0,010969
10511;63,604925;63,604925;;;;63,632396;63,604925;0,027471;;9,7E-05;0,027471;-0,027374
10512;63,632396;63,632396;;;;63,632493;63,632396;9,7E-05;;0,005168;9,7E-05;0,005071
10513;63,632493;63,632493;;;;63,637661;63,632493;0,005168;;0;0,005168;-0,005168
10514;63,637661;63,637661;;;;63,637661;63,637661;0;;0;0;0
10515;63,637661;63,637661;;;;63,637661;63,637661;0;;0,015324;0;0,015324
10516;63,637661;63,637661;;;;63,652985;63,637661;0,015324;;0,000105;0,015324;-0,015219
10518;63,652985;63,652985;;;;63,65309;63,652985;0,000105;;0,01273;0,000105;0,012625
10519;63,65309;63,65309;;;;63,66582;63,65309;0,01273;;0;0,01273;-0,01273
10520;63,66582;63,66582;;;;63,66582;63,66582;0;;0,000117;0;0,000117
10521;63,66582;63,66582;;;;63,665937;63,66582;0,000117;;0,010267;0,000117;0,01015
10523;63,665937;63,665937;;;;63,676204;63,665937;0,010267;;0;0,010267;-0,010267
10524;63,676204;63,676204;;;;63,676204;63,676204;0;;0;0;0
10525;63,676204;63,676204;;;;63,676204;63,676204;0;;0,000217;0;0,000217
10526;63,676204;63,676204;;;;63,676421;63,676204;0,000217;;0,002042;0,000217;0,001825
10527;63,676421;63,676421;;;;63,678463;63,676421;0,002042;;0;0,002042;-0,002042
10528;63,678463;63,678463;;;;63,678463;63,678463;0;;8E-05;0;8E-05
10529;63,678463;63,678463;;;;63,678543;63,678463;8E-05;;0,000797;8E-05;0,000717
10530;63,678543;63,678543;;;;63,67934;63,678543;0,000797;;7E-05;0,000797;-0,000727
10531;63,67934;63,67934;;;;63,67941;63,67934;7E-05;;0,011936;7E-05;0,011866
10532;63,67941;63,67941;;;;63,691346;63,67941;0,011936;;0;0,011936;-0,011936
10533;63,691346;63,691346;;;;63,691346;63,691346;0;;0;0;0
10534;63,691346;63,691346;;;;63,691346;63,691346;0;;0;0;0
10535;63,691346;63,691346;;;;63,691346;63,691346;0;;0;0;0
10536;63,691346;63,691346;;;;63,691346;63,691346;0;;0;0;0
10537;63,691346;63,691346;;;;63,691346;63,691346;0;;0,000641;0;0,000641
10538;63,691346;63,691346;;;;63,691987;63,691346;0,000641;;0,000238;0,000641;-0,000403
10540;63,691987;63,691987;;;;63,692225;63,691987;0,000238;;0,00013;0,000238;-0,000108
10541;63,692225;63,692225;;;;63,692355;63,692225;0,00013;;0,005554;0,00013;0,005424
10542;63,692355;63,692355;;;;63,697909;63,692355;0,005554;;0,004048;0,005554;-0,001506
10544;63,697909;63,697909;;;;63,701957;63,697909;0,004048;;0,00075;0,004048;-0,003298
10545;63,701957;63,701957;;;;63,702707;63,701957;0,00075;;0,012857;0,00075;0,012107
10546;63,702707;63,702707;;;;63,715564;63,702707;0,012857;;0,000108;0,012857;-0,012749
10547;63,715564;63,715564;;;;63,715672;63,715564;0,000108;;0,036376;0,000108;0,036268
10548;63,715672;63,715672;;;;63,752048;63,715672;0,036376;;0;0,036376;-0,036376
10551;63,752048;63,752048;;;;63,752048;63,752048;0;;0,000116;0;0,000116
10552;63,752048;63,752048;;;;63,752164;63,752048;0,000116;;0,004839;0,000116;0,004723
10553;63,752164;63,752164;;;;63,757003;63,752164;0,004839;;0;0,004839;-0,004839
10554;63,757003;63,757003;;;;63,757003;63,757003;0;;9,2E-05;0;9,2E-05
10555;63,757003;63,757003;;;;63,757095;63,757003;9,2E-05;;0,010047;9,2E-05;0,009955
10557;63,757095;63,757095;;;;63,767142;63,757095;0,010047;;0,009868;0,010047;-0,000179
10558;63,767142;63,767142;;;;63,77701;63,767142;0,009868;;0,000175;0,009868;-0,009693
10559;63,77701;63,77701;;;;63,777185;63,77701;0,000175;;0,004313;0,000175;0,004138
10560;63,777185;63,777185;;;;63,781498;63,777185;0,004313;;0,012481;0,004313;0,008168
10561;63,781498;63,781498;;;;63,793979;63,781498;0,012481;;0,000165;0,012481;-0,012316
10562;63,793979;63,793979;;;;63,794144;63,793979;0,000165;;0,000465;0,000165;0,0003
10563;63,794144;63,794144;;;;63,794609;63,794144;0,000465;;0;0,000465;-0,000465
10564;63,794609;63,794609;;;;63,794609;63,794609;0;;0,003484;0;0,003484
10565;63,794609;63,794609;;;;63,798093;63,794609;0,003484;;0,003622;0,003484;0,000138
10566;63,798093;63,798093;;;;63,801715;63,798093;0,003622;;0,015177;0,003622;0,011555
10569;63,801715;63,801715;;;;63,816892;63,801715;0,015177;;0;0,015177;-0,015177
10570;63,816892;63,816892;;;;63,816892;63,816892;0;;0;0;0
10571;63,816892;63,816892;;;;63,816892;63,816892;0;;0,033646;0;0,033646
10572;63,816892;63,816892;;;;63,850538;63,816892;0,033646;;0,024389;0,033646;-0,009257
10576;63,850538;63,850538;;;;63,874927;63,850538;0,024389;;0,000587;0,024389;-0,023802
10577;63,874927;63,874927;;;;63,875514;63,874927;0,000587;;0;0,000587;-0,000587
10578;63,875514;63,875514;;;;63,875514;63,875514;0;;0,056623;0;0,056623
10579;63,875514;63,875514;;;;63,932137;63,875514;0,056623;;0,000273;0,056623;-0,05635
10580;63,932137;63,932137;;;;63,93241;63,932137;0,000273;;6,7E-05;0,000273;-0,000206
10581;63,93241;63,93241;;;;63,932477;63,93241;6,7E-05;;0,000823;6,7E-05;0,000756
10582;63,932477;63,932477;;;;63,9333;63,932477;0,000823;;0,005172;0,000823;0,004349
10583;63,9333;63,9333;;;;63,938472;63,9333;0,005172;;0,032441;0,005172;0,027269
10584;63,938472;63,938472;;;;63,970913;63,938472;0,032441;;0;0,032441;-0,032441
10586;63,970913;63,970913;;;;63,970913;63,970913;0;;0,00017;0;0,00017
10587;63,970913;63,970913;;;;63,971083;63,970913;0,00017;;0,001003;0,00017;0,000833
10588;63,971083;63,971083;;;;63,972086;63,971083;0,001003;;0,05979;0,001003;0,058787
10589;63,972086;63,972086;;;;64,031876;63,972086;0,05979;;0,005168;0,05979;-0,054622
10591;64,031876;64,031876;;;;64,037044;64,031876;0,005168;;0,040782;0,005168;0,035614
10594;64,037044;64,037044;;;;64,077826;64,037044;0,040782;;0,003657;0,040782;-0,037125
10596;64,077826;64,077826;;;;64,081483;64,077826;0,003657;;0;0,003657;-0,003657
10597;64,081483;64,081483;;;;64,081483;64,081483;0;;0;0;0
10598;64,081483;64,081483;;;;64,081483;64,081483;0;;0,060951;0;0,060951
10599;64,081483;64,081483;;;;64,142434;64,081483;0,060951;;9,5E-05;0,060951;-0,060856
10600;64,142434;64,142434;;;;64,142529;64,142434;9,5E-05;;0;9,5E-05;-9,5E-05
10601;64,142529;64,142529;;;;64,142529;64,142529;0;;0,013504;0;0,013504
10602;64,142529;64,142529;;;;64,156033;64,142529;0,013504;;9E-05;0,013504;-0,013414
10603;64,156033;64,156033;;;;64,156123;64,156033;9E-05;;0,023712;9E-05;0,023622
10604;64,156123;64,156123;;;;64,179835;64,156123;0,023712;;0,066757;0,023712;0,043045
10605;64,179835;64,179835;;;;64,246592;64,179835;0,066757;;0,015901;0,066757;-0,050856
10632;64,246592;64,246592;;;;64,262493;64,246592;0,015901;;0,667016;0,015901;0,651115
10634;64,262493;64,262493;;;;64,929509;64,262493;0,667016;;0;0,667016;-0,667016
10808;64,929509;64,929509;;;;64,929509;64,929509;0;;0,000239;0;0,000239
10809;64,929509;64,929509;;;;64,929748;64,929509;0,000239;;0,016549;0,000239;0,01631
10810;64,929748;64,929748;;;;64,946297;64,929748;0,016549;;0;0,016549;-0,016549
10813;64,946297;64,946297;;;;64,946297;64,946297;0;;0;0;0
10814;64,946297;64,946297;;;;64,946297;64,946297;0;;0,00023;0;0,00023
10815;64,946297;64,946297;;;;64,946527;64,946297;0,00023;;0,011291;0,00023;0,011061
10824;64,946527;64,946527;;;;64,957818;64,946527;0,011291;;0,031847;0,011291;0,020556
10835;64,957818;64,957818;;;;64,989665;64,957818;0,031847;;0,028116;0,031847;-0,003731
10863;64,989665;64,989665;;;;65,017781;64,989665;0,028116;;0,012255;0,028116;-0,015861
10906;65,017781;65,017781;;;;65,030036;65,017781;0,012255;;0,000136;0,012255;-0,012119
10914;65,030036;65,030036;;;;65,030172;65,030036;0,000136;;0,004429;0,000136;0,004293
10915;65,030172;65,030172;;;;65,034601;65,030172;0,004429;;0,058424;0,004429;0,053995
10916;65,034601;65,034601;;;;65,093025;65,034601;0,058424;;0,193746;0,058424;0,135322
10919;65,093025;65,093025;;;;65,286771;65,093025;0,193746;;0,041301;0,193746;-0,152445
10920;65,286771;65,286771;;;;65,328072;65,286771;0,041301;;0,003685;0,041301;-0,037616
10978;65,328072;65,328072;;;;65,331757;65,328072;0,003685;;7,9E-05;0,003685;-0,003606
10980;65,331757;65,331757;;;;65,331836;65,331757;7,9E-05;;0,003537;7,9E-05;0,003458
10981;65,331836;65,331836;;;;65,335373;65,331836;0,003537;;0,023779;0,003537;0,020242
10983;65,335373;65,335373;;;;65,359152;65,335373;0,023779;;0,00028;0,023779;-0,023499
11014;65,359152;65,359152;;;;65,359432;65,359152;0,00028;;0,002552;0,00028;0,002272
11015;65,359432;65,359432;;;;65,361984;65,359432;0,002552;;0,017518;0,002552;0,014966
11021;65,361984;65,361984;;;;65,379502;65,361984;0,017518;;0,000974;0,017518;-0,016544
11037;65,379502;65,379502;;;;65,380476;65,379502;0,000974;;0,064035;0,000974;0,063061
11038;65,380476;65,380476;;;;65,444511;65,380476;0,064035;;0,015088;0,064035;-0,048947
11041;65,444511;65,444511;;;;65,459599;65,444511;0,015088;;0;0,015088;-0,015088
11042;65,459599;65,459599;;;;65,459599;65,459599;0;;0,000223;0;0,000223
11043;65,459599;65,459599;;;;65,459822;65,459599;0,000223;;0,030616;0,000223;0,030393
11048;65,459822;65,459822;;;;65,490438;65,459822;0,030616;;0,000345;0,030616;-0,030271
11062;65,490438;65,490438;;;;65,490783;65,490438;0,000345;;0,00918;0,000345;0,008835
11070;65,490783;65,490783;;;;65,499963;65,490783;0,00918;;0,012186;0,00918;0,003006
11097;65,499963;65,499963;;;;65,512149;65,499963;0,012186;;0;0,012186;-0,012186
11120;65,512149;65,512149;;;;65,512149;65,512149;0;;0;0;0
11121;65,512149;65,512149;;;;65,512149;65,512149;0;;0,130281;0;0,130281
11122;65,512149;65,512149;;;;65,64243;65,512149;0,130281;;0;0,130281;-0,130281
11195;65,64243;65,64243;;;;65,64243;65,64243;0;;0;0;0
11196;65,64243;65,64243;;;;65,64243;65,64243;0;;0;0;0
11197;65,64243;65,64243;;;;65,64243;65,64243;0;;0;0;0
11199;65,64243;65,64243;;;;65,64243;65,64243;0;;0;0;0
11200;65,64243;65,64243;;;;65,64243;65,64243;0;;0,000284;0;0,000284
11201;65,64243;65,64243;;;;65,642714;65,64243;0,000284;;0,007527;0,000284;0,007243
11202;65,642714;65,642714;;;;65,650241;65,642714;0,007527;;0;0,007527;-0,007527
11203;65,650241;65,650241;;;;65,650241;65,650241;0;;0;0;0
11204;65,650241;65,650241;;;;65,650241;65,650241;0;;0,022919;0;0,022919
11205;65,650241;65,650241;;;;65,67316;65,650241;0,022919;;0,025699;0,022919;0,00278
11206;65,67316;65,67316;;;;65,698859;65,67316;0,025699;;0,017537;0,025699;-0,008162
11207;65,698859;65,698859;;;;65,716396;65,698859;0,017537;;0;0,017537;-0,017537
11224;65,716396;65,716396;;;;65,716396;65,716396;0;;0;0;0
11225;65,716396;65,716396;;;;65,716396;65,716396;0;;0,014047;0;0,014047
11226;65,716396;65,716396;;;;65,730443;65,716396;0,014047;;0;0,014047;-0,014047
11240;65,730443;65,730443;;;;65,730443;65,730443;0;;0;0;0
11241;65,730443;65,730443;;;;65,730443;65,730443;0;;0,000191;0;0,000191
11242;65,730443;65,730443;;;;65,730634;65,730443;0,000191;;0,000627;0,000191;0,000436
11243;65,730634;65,730634;;;;65,731261;65,730634;0,000627;;0,033918;0,000627;0,033291
11244;65,731261;65,731261;;;;65,765179;65,731261;0,033918;;0;0,033918;-0,033918
11259;65,765179;65,765179;;;;65,765179;65,765179;0;;0,000158;0;0,000158
11260;65,765179;65,765179;;;;65,765337;65,765179;0,000158;;0,000794;0,000158;0,000636
11261;65,765337;65,765337;;;;65,766131;65,765337;0,000794;;0,066155;0,000794;0,065361
11262;65,766131;65,766131;;;;65,832286;65,766131;0,066155;;0;0,066155;-0,066155
11281;65,832286;65,832286;;;;65,832286;65,832286;0;;0,017615;0;0,017615
11282;65,832286;65,832286;;;;65,849901;65,832286;0,017615;;0,001573;0,017615;-0,016042
11285;65,849901;65,849901;;;;65,851474;65,849901;0,001573;;0;0,001573;-0,001573
11286;65,851474;65,851474;;;;65,851474;65,851474;0;;0,022639;0;0,022639
11287;65,851474;65,851474;;;;65,874113;65,851474;0,022639;;0,031125;0,022639;0,008486
11288;65,874113;65,874113;;;;65,905238;65,874113;0,031125;;0,031917;0,031125;0,000792
11289;65,905238;65,905238;;;;65,937155;65,905238;0,031917;;0,014835;0,031917;-0,017082
11290;65,937155;65,937155;;;;65,95199;65,937155;0,014835;;0,078982;0,014835;0,064147
11291;65,95199;65,95199;;;;66,030972;65,95199;0,078982;;0,236118;0,078982;0,157136
11292;66,030972;66,030972;;;;66,26709;66,030972;0,236118;;0,326349;0,236118;0,090231
11296;66,26709;66,26709;;;;66,593439;66,26709;0,326349;;0,147467;0,326349;-0,178882
11384;66,593439;66,593439;;;;66,740906;66,593439;0,147467;;0,044392;0,147467;-0,103075
11424;66,740906;66,740906;;;;66,785298;66,740906;0,044392;;0,00282;0,044392;-0,041572
11450;66,785298;66,785298;;;;66,788118;66,785298;0,00282;;0;0,00282;-0,00282
11460;66,788118;66,788118;;;;66,788118;66,788118;0;;0,061153;0;0,061153
11461;66,788118;66,788118;;;;66,849271;66,788118;0,061153;;0,027397;0,061153;-0,033756
11472;66,849271;66,849271;;;;66,876668;66,849271;0,027397;;0,011423;0,027397;-0,015974
11480;66,876668;66,876668;;;;66,888091;66,876668;0,011423;;0,142253;0,011423;0,13083
11485;66,888091;66,888091;;;;67,030344;66,888091;0,142253;;0,000339;0,142253;-0,141914
11533;67,030344;67,030344;;;;67,030683;67,030344;0,000339;;0,024069;0,000339;0,02373
11534;67,030683;67,030683;;;;67,054752;67,030683;0,024069;;0,019483;0,024069;-0,004586
11555;67,054752;67,054752;;;;67,074235;67,054752;0,019483;;0;0,019483;-0,019483
11565;67,074235;67,074235;;;;67,074235;67,074235;0;;0,014801;0;0,014801
11566;67,074235;67,074235;;;;67,089036;67,074235;0,014801;;0;0,014801;-0,014801
11568;67,089036;67,089036;;;;67,089036;67,089036;0;;0,052625;0;0,052625
11569;67,089036;67,089036;;;;67,141661;67,089036;0,052625;;0,000389;0,052625;-0,052236
11571;67,141661;67,141661;;;;67,14205;67,141661;0,000389;;0,008344;0,000389;0,007955
11575;67,14205;67,14205;;;;67,150394;67,14205;0,008344;;0,00478;0,008344;-0,003564
11580;67,150394;67,150394;;;;67,155174;67,150394;0,00478;;0;0,00478;-0,00478
11586;67,155174;67,155174;;;;67,155174;67,155174;0;;0;0;0
11587;67,155174;67,155174;;;;67,155174;67,155174;0;;0,000754;0;0,000754
11588;67,155174;67,155174;;;;67,155928;67,155174;0,000754;;0,007039;0,000754;0,006285
11589;67,155928;67,155928;;;;67,162967;67,155928;0,007039;;0,05539;0,007039;0,048351
11594;67,162967;67,162967;;;;67,218357;67,162967;0,05539;;0,00027;0,05539;-0,05512
11614;67,218357;67,218357;;;;67,218627;67,218357;0,00027;;0,003887;0,00027;0,003617
11615;67,218627;67,218627;;;;67,222514;67,218627;0,003887;;0,002639;0,003887;-0,001248
11617;67,222514;67,222514;;;;67,225153;67,222514;0,002639;;9,4E-05;0,002639;-0,002545
11622;67,225153;67,225153;;;;67,225247;67,225153;9,4E-05;;0;9,4E-05;-9,4E-05
11623;67,225247;67,225247;;;;67,225247;67,225247;0;;0,004661;0;0,004661
11624;67,225247;67,225247;;;;67,229908;67,225247;0,004661;;0;0,004661;-0,004661
11629;67,229908;67,229908;;;;67,229908;67,229908;0;;0,000185;0;0,000185
11630;67,229908;67,229908;;;;67,230093;67,229908;0,000185;;0;0,000185;-0,000185
11631;67,230093;67,230093;;;;67,230093;67,230093;0;;0;0;0
11632;67,230093;67,230093;;;;67,230093;67,230093;0;;0;0;0
11633;67,230093;67,230093;;;;67,230093;67,230093;0;;0,02343;0;0,02343
11634;67,230093;67,230093;;;;67,253523;67,230093;0,02343;;0,037137;0,02343;0,013707
11645;67,253523;67,253523;;;;67,29066;67,253523;0,037137;;8,4E-05;0,037137;-0,037053
11655;67,29066;67,29066;;;;67,290744;67,29066;8,4E-05;;0;8,4E-05;-8,4E-05
11656;67,290744;67,290744;;;;67,290744;67,290744;0;;0,013287;0;0,013287
11657;67,290744;67,290744;;;;67,304031;67,290744;0,013287;;0;0,013287;-0,013287
11663;67,304031;67,304031;;;;67,304031;67,304031;0;;0;0;0
11664;67,304031;67,304031;;;;67,304031;67,304031;0;;0;0;0
11665;67,304031;67,304031;;;;67,304031;67,304031;0;;0;0;0
11666;67,304031;67,304031;;;;67,304031;67,304031;0;;0,000248;0;0,000248
11667;67,304031;67,304031;;;;67,304279;67,304031;0,000248;;0;0,000248;-0,000248
11668;67,304279;67,304279;;;;67,304279;67,304279;0;;0;0;0
11669;67,304279;67,304279;;;;67,304279;67,304279;0;;0;0;0
11670;67,304279;67,304279;;;;67,304279;67,304279;0;;0;0;0
11671;67,304279;67,304279;;;;67,304279;67,304279;0;;0;0;0
11672;67,304279;67,304279;;;;67,304279;67,304279;0;;0;0;0
11673;67,304279;67,304279;;;;67,304279;67,304279;0;;0;0;0
11674;67,304279;67,304279;;;;67,304279;67,304279;0;;0;0;0
11675;67,304279;67,304279;;;;67,304279;67,304279;0;;0;0;0
11676;67,304279;67,304279;;;;67,304279;67,304279;0;;0,050847;0;0,050847
11677;67,304279;67,304279;;;;67,355126;67,304279;0,050847;;0;0,050847;-0,050847
11698;67,355126;67,355126;;;;67,355126;67,355126;0;;0,00022;0;0,00022
11699;67,355126;67,355126;;;;67,355346;67,355126;0,00022;;0,00102;0,00022;0,0008
11700;67,355346;67,355346;;;;67,356366;67,355346;0,00102;;0,007106;0,00102;0,006086
11701;67,356366;67,356366;;;;67,363472;67,356366;0,007106;;0,000167;0,007106;-0,006939
11707;67,363472;67,363472;;;;67,363639;67,363472;0,000167;;0;0,000167;-0,000167
11711;67,363639;67,363639;;;;67,363639;67,363639;0;;0,024881;0;0,024881
11712;67,363639;67,363639;;;;67,38852;67,363639;0,024881;;0;0,024881;-0,024881
11723;67,38852;67,38852;;;;67,38852;67,38852;0;;0,012471;0;0,012471
11728;67,38852;67,38852;;;;67,400991;67,38852;0,012471;;-1E-06;0,012471;-0,012472
11730;67,400991;67,400991;;;;67,40099;67,400991;-1E-06;;0,043832;-1E-06;0,043833
11731;67,40099;67,40099;;;;67,444822;67,40099;0,043832;;0;0,043832;-0,043832
11737;67,444822;67,444822;;;;67,444822;67,444822;0;;0;0;0
11738;67,444822;67,444822;;;;67,444822;67,444822;0;;0;0;0
11739;67,444822;67,444822;;;;67,444822;67,444822;0;;0;0;0
11740;67,444822;67,444822;;;;67,444822;67,444822;0;;0;0;0
11741;67,444822;67,444822;;;;67,444822;67,444822;0;;0;0;0
11742;67,444822;67,444822;;;;67,444822;67,444822;0;;0;0;0
11743;67,444822;67,444822;;;;67,444822;67,444822;0;;0;0;0
