No.;Time;;;;;time 2;time 1;delay;;delay 2;delay 1;jitter
1417;15,437188;15,437188;;;;15,441615;15,437188;0,004427;;0;0,004427;-0,004427
1419;15,441615;15,441615;;;;15,441615;15,441615;0;;0;0;0
1420;15,441615;15,441615;;;;15,441615;15,441615;0;;0,098528;0;0,098528
1421;15,441615;15,441615;;;;15,540143;15,441615;0,098528;;0,000626;0,098528;-0,097902
1422;15,540143;15,540143;;;;15,540769;15,540143;0,000626;;0;0,000626;-0,000626
1423;15,540769;15,540769;;;;15,540769;15,540769;0;;0;0;0
1424;15,540769;15,540769;;;;15,540769;15,540769;0;;0,004692;0;0,004692
1426;15,540769;15,540769;;;;15,545461;15,540769;0,004692;;0,000546;0,004692;-0,004146
1430;15,545461;15,545461;;;;15,546007;15,545461;0,000546;;0,000149;0,000546;-0,000397
1431;15,546007;15,546007;;;;15,546156;15,546007;0,000149;;0,000836;0,000149;0,000687
1432;15,546156;15,546156;;;;15,546992;15,546156;0,000836;;0,032612;0,000836;0,031776
1433;15,546992;15,546992;;;;15,579604;15,546992;0,032612;;3,731221;0,032612;3,698609
1435;15,579604;15,579604;;;;19,310825;15,579604;3,731221;;0,046383;3,731221;-3,684838
1630;19,310825;19,310825;;;;19,357208;19,310825;0,046383;;0,000174;0,046383;-0,046209
1631;19,357208;19,357208;;;;19,357382;19,357208;0,000174;;0,001709;0,000174;0,001535
1632;19,357382;19,357382;;;;19,359091;19,357382;0,001709;;0,132563;0,001709;0,130854
1633;19,359091;19,359091;;;;19,491654;19,359091;0,132563;;0,027688;0,132563;-0,104875
1634;19,491654;19,491654;;;;19,519342;19,491654;0,027688;;0,001642;0,027688;-0,026046
1635;19,519342;19,519342;;;;19,520984;19,519342;0,001642;;0;0,001642;-0,001642
1636;19,520984;19,520984;;;;19,520984;19,520984;0;;0,000274;0;0,000274
1637;19,520984;19,520984;;;;19,521258;19,520984;0,000274;;0,045141;0,000274;0,044867
1638;19,521258;19,521258;;;;19,566399;19,521258;0,045141;;8,1E-05;0,045141;-0,04506
1639;19,566399;19,566399;;;;19,56648;19,566399;8,1E-05;;0,000238;8,1E-05;0,000157
1640;19,56648;19,56648;;;;19,566718;19,56648;0,000238;;0;0,000238;-0,000238
1641;19,566718;19,566718;;;;19,566718;19,566718;0;;0,033146;0;0,033146
1642;19,566718;19,566718;;;;19,599864;19,566718;0,033146;;0,056479;0,033146;0,023333
1643;19,599864;19,599864;;;;19,656343;19,599864;0,056479;;0,000821;0,056479;-0,055658
1644;19,656343;19,656343;;;;19,657164;19,656343;0,000821;;7,7E-05;0,000821;-0,000744
1645;19,657164;19,657164;;;;19,657241;19,657164;7,7E-05;;0,008044;7,7E-05;0,007967
1646;19,657241;19,657241;;;;19,665285;19,657241;0,008044;;0,002902;0,008044;-0,005142
1647;19,665285;19,665285;;;;19,668187;19,665285;0,002902;;0,000158;0,002902;-0,002744
1648;19,668187;19,668187;;;;19,668345;19,668187;0,000158;;0,001422;0,000158;0,001264
1649;19,668345;19,668345;;;;19,669767;19,668345;0,001422;;0;0,001422;-0,001422
1650;19,669767;19,669767;;;;19,669767;19,669767;0;;0;0;0
1651;19,669767;19,669767;;;;19,669767;19,669767;0;;0,000106;0;0,000106
1652;19,669767;19,669767;;;;19,669873;19,669767;0,000106;;0,016729;0,000106;0,016623
1653;19,669873;19,669873;;;;19,686602;19,669873;0,016729;;0,00011;0,016729;-0,016619
1654;19,686602;19,686602;;;;19,686712;19,686602;0,00011;;0,009595;0,00011;0,009485
1655;19,686712;19,686712;;;;19,696307;19,686712;0,009595;;0;0,009595;-0,009595
1656;19,696307;19,696307;;;;19,696307;19,696307;0;;0;0;0
1657;19,696307;19,696307;;;;19,696307;19,696307;0;;0,00024;0;0,00024
1658;19,696307;19,696307;;;;19,696547;19,696307;0,00024;;0,01425;0,00024;0,01401
1659;19,696547;19,696547;;;;19,710797;19,696547;0,01425;;0,000177;0,01425;-0,014073
1660;19,710797;19,710797;;;;19,710974;19,710797;0,000177;;0,000387;0,000177;0,00021
1661;19,710974;19,710974;;;;19,711361;19,710974;0,000387;;0,009151;0,000387;0,008764
1662;19,711361;19,711361;;;;19,720512;19,711361;0,009151;;8,4E-05;0,009151;-0,009067
1663;19,720512;19,720512;;;;19,720596;19,720512;8,4E-05;;0,001505;8,4E-05;0,001421
1664;19,720596;19,720596;;;;19,722101;19,720596;0,001505;;0;0,001505;-0,001505
1665;19,722101;19,722101;;;;19,722101;19,722101;0;;0;0;0
1666;19,722101;19,722101;;;;19,722101;19,722101;0;;4,6E-05;0;4,6E-05
1667;19,722101;19,722101;;;;19,722147;19,722101;4,6E-05;;0,028259;4,6E-05;0,028213
1668;19,722147;19,722147;;;;19,750406;19,722147;0,028259;;8,6E-05;0,028259;-0,028173
1669;19,750406;19,750406;;;;19,750492;19,750406;8,6E-05;;0,001128;8,6E-05;0,001042
1670;19,750492;19,750492;;;;19,75162;19,750492;0,001128;;0;0,001128;-0,001128
1671;19,75162;19,75162;;;;19,75162;19,75162;0;;0;0;0
1672;19,75162;19,75162;;;;19,75162;19,75162;0;;6E-05;0;6E-05
1673;19,75162;19,75162;;;;19,75168;19,75162;6E-05;;0,001015;6E-05;0,000955
1674;19,75168;19,75168;;;;19,752695;19,75168;0,001015;;0,03972;0,001015;0,038705
1675;19,752695;19,752695;;;;19,792415;19,752695;0,03972;;0,065657;0,03972;0,025937
1676;19,792415;19,792415;;;;19,858072;19,792415;0,065657;;0,035282;0,065657;-0,030375
1678;19,858072;19,858072;;;;19,893354;19,858072;0,035282;;0,000273;0,035282;-0,035009
1679;19,893354;19,893354;;;;19,893627;19,893354;0,000273;;0,007706;0,000273;0,007433
1680;19,893627;19,893627;;;;19,901333;19,893627;0,007706;;0,003584;0,007706;-0,004122
1683;19,901333;19,901333;;;;19,904917;19,901333;0,003584;;0,04742;0,003584;0,043836
1684;19,904917;19,904917;;;;19,952337;19,904917;0,04742;;0,002306;0,04742;-0,045114
1685;19,952337;19,952337;;;;19,954643;19,952337;0,002306;;0,000148;0,002306;-0,002158
1686;19,954643;19,954643;;;;19,954791;19,954643;0,000148;;0,000422;0,000148;0,000274
1687;19,954791;19,954791;;;;19,955213;19,954791;0,000422;;0,037225;0,000422;0,036803
1688;19,955213;19,955213;;;;19,992438;19,955213;0,037225;;0,011372;0,037225;-0,025853
1690;19,992438;19,992438;;;;20,00381;19,992438;0,011372;;0;0,011372;-0,011372
1692;20,00381;20,00381;;;;20,00381;20,00381;0;;0;0;0
1693;20,00381;20,00381;;;;20,00381;20,00381;0;;0,004705;0;0,004705
1694;20,00381;20,00381;;;;20,008515;20,00381;0,004705;;0,069507;0,004705;0,064802
1695;20,008515;20,008515;;;;20,078022;20,008515;0,069507;;0,001395;0,069507;-0,068112
1696;20,078022;20,078022;;;;20,079417;20,078022;0,001395;;5,4E-05;0,001395;-0,001341
1697;20,079417;20,079417;;;;20,079471;20,079417;5,4E-05;;0,003413;5,4E-05;0,003359
1698;20,079471;20,079471;;;;20,082884;20,079471;0,003413;;0;0,003413;-0,003413
1700;20,082884;20,082884;;;;20,082884;20,082884;0;;0,027411;0;0,027411
1701;20,082884;20,082884;;;;20,110295;20,082884;0,027411;;0,000297;0,027411;-0,027114
1706;20,110295;20,110295;;;;20,110592;20,110295;0,000297;;0;0,000297;-0,000297
1707;20,110592;20,110592;;;;20,110592;20,110592;0;;0,000134;0;0,000134
1708;20,110592;20,110592;;;;20,110726;20,110592;0,000134;;0,003838;0,000134;0,003704
1709;20,110726;20,110726;;;;20,114564;20,110726;0,003838;;0,043184;0,003838;0,039346
1711;20,114564;20,114564;;;;20,157748;20,114564;0,043184;;0,030593;0,043184;-0,012591
1716;20,157748;20,157748;;;;20,188341;20,157748;0,030593;;0,061958;0,030593;0,031365
1717;20,188341;20,188341;;;;20,250299;20,188341;0,061958;;0,009563;0,061958;-0,052395
1720;20,250299;20,250299;;;;20,259862;20,250299;0,009563;;0,000229;0,009563;-0,009334
1721;20,259862;20,259862;;;;20,260091;20,259862;0,000229;;0;0,000229;-0,000229
1722;20,260091;20,260091;;;;20,260091;20,260091;0;;0,014685;0;0,014685
1723;20,260091;20,260091;;;;20,274776;20,260091;0,014685;;0,008135;0,014685;-0,00655
1724;20,274776;20,274776;;;;20,282911;20,274776;0,008135;;0,000122;0,008135;-0,008013
1727;20,282911;20,282911;;;;20,283033;20,282911;0,000122;;0,003442;0,000122;0,00332
1728;20,283033;20,283033;;;;20,286475;20,283033;0,003442;;0,004962;0,003442;0,00152
1729;20,286475;20,286475;;;;20,291437;20,286475;0,004962;;0;0,004962;-0,004962
1730;20,291437;20,291437;;;;20,291437;20,291437;0;;0,000171;0;0,000171
1733;20,291437;20,291437;;;;20,291608;20,291437;0,000171;;0,000209;0,000171;3,8E-05
1736;20,291608;20,291608;;;;20,291817;20,291608;0,000209;;0,000649;0,000209;0,00044
1737;20,291817;20,291817;;;;20,292466;20,291817;0,000649;;0,000858;0,000649;0,000209
1738;20,292466;20,292466;;;;20,293324;20,292466;0,000858;;0,029568;0,000858;0,02871
1740;20,293324;20,293324;;;;20,322892;20,293324;0,029568;;9,5E-05;0,029568;-0,029473
1758;20,322892;20,322892;;;;20,322987;20,322892;9,5E-05;;0,036308;9,5E-05;0,036213
1759;20,322987;20,322987;;;;20,359295;20,322987;0,036308;;0,010426;0,036308;-0,025882
1762;20,359295;20,359295;;;;20,369721;20,359295;0,010426;;0;0,010426;-0,010426
1766;20,369721;20,369721;;;;20,369721;20,369721;0;;0,003167;0;0,003167
1767;20,369721;20,369721;;;;20,372888;20,369721;0,003167;;0;0,003167;-0,003167
1768;20,372888;20,372888;;;;20,372888;20,372888;0;;0;0;0
1769;20,372888;20,372888;;;;20,372888;20,372888;0;;0,062808;0;0,062808
1770;20,372888;20,372888;;;;20,435696;20,372888;0,062808;;0;0,062808;-0,062808
1773;20,435696;20,435696;;;;20,435696;20,435696;0;;0,039528;0;0,039528
1774;20,435696;20,435696;;;;20,475224;20,435696;0,039528;;0,000236;0,039528;-0,039292
1776;20,475224;20,475224;;;;20,47546;20,475224;0,000236;;7,3E-05;0,000236;-0,000163
1777;20,47546;20,47546;;;;20,475533;20,47546;7,3E-05;;0,00041;7,3E-05;0,000337
1778;20,475533;20,475533;;;;20,475943;20,475533;0,00041;;0,034409;0,00041;0,033999
1779;20,475943;20,475943;;;;20,510352;20,475943;0,034409;;0,340951;0,034409;0,306542
1785;20,510352;20,510352;;;;20,851303;20,510352;0,340951;;9E-05;0,340951;-0,340861
1830;20,851303;20,851303;;;;20,851393;20,851303;9E-05;;2,9E-05;9E-05;-6,1E-05
1831;20,851393;20,851393;;;;20,851422;20,851393;2,9E-05;;0,001466;2,9E-05;0,001437
1832;20,851422;20,851422;;;;20,852888;20,851422;0,001466;;3,393839;0,001466;3,392373
1833;20,852888;20,852888;;;;24,246727;20,852888;3,393839;;0,04319;3,393839;-3,350649
1834;24,246727;24,246727;;;;24,289917;24,246727;0,04319;;0,000162;0,04319;-0,043028
1835;24,289917;24,289917;;;;24,290079;24,289917;0,000162;;0,000881;0,000162;0,000719
1836;24,290079;24,290079;;;;24,29096;24,290079;0,000881;;0,049032;0,000881;0,048151
1837;24,29096;24,29096;;;;24,339992;24,29096;0,049032;;0,016893;0,049032;-0,032139
1838;24,339992;24,339992;;;;24,356885;24,339992;0,016893;;0,001991;0,016893;-0,014902
1839;24,356885;24,356885;;;;24,358876;24,356885;0,001991;;0;0,001991;-0,001991
1840;24,358876;24,358876;;;;24,358876;24,358876;0;;0,00023;0;0,00023
1841;24,358876;24,358876;;;;24,359106;24,358876;0,00023;;0,056754;0,00023;0,056524
1842;24,359106;24,359106;;;;24,41586;24,359106;0,056754;;6,8E-05;0,056754;-0,056686
1843;24,41586;24,41586;;;;24,415928;24,41586;6,8E-05;;0,000294;6,8E-05;0,000226
1844;24,415928;24,415928;;;;24,416222;24,415928;0,000294;;0,000142;0,000294;-0,000152
1845;24,416222;24,416222;;;;24,416364;24,416222;0,000142;;0,069497;0,000142;0,069355
1846;24,416364;24,416364;;;;24,485861;24,416364;0,069497;;0,044703;0,069497;-0,024794
1847;24,485861;24,485861;;;;24,530564;24,485861;0,044703;;0,006214;0,044703;-0,038489
1848;24,530564;24,530564;;;;24,536778;24,530564;0,006214;;0,000246;0,006214;-0,005968
1849;24,536778;24,536778;;;;24,537024;24,536778;0,000246;;0,002252;0,000246;0,002006
1850;24,537024;24,537024;;;;24,539276;24,537024;0,002252;;0,005748;0,002252;0,003496
1851;24,539276;24,539276;;;;24,545024;24,539276;0,005748;;0,010264;0,005748;0,004516
1852;24,545024;24,545024;;;;24,555288;24,545024;0,010264;;0;0,010264;-0,010264
1853;24,555288;24,555288;;;;24,555288;24,555288;0;;0,000144;0;0,000144
1854;24,555288;24,555288;;;;24,555432;24,555288;0,000144;;0,021541;0,000144;0,021397
1855;24,555432;24,555432;;;;24,576973;24,555432;0,021541;;0,006383;0,021541;-0,015158
1856;24,576973;24,576973;;;;24,583356;24,576973;0,006383;;0,000748;0,006383;-0,005635
1857;24,583356;24,583356;;;;24,584104;24,583356;0,000748;;8,1E-05;0,000748;-0,000667
1858;24,584104;24,584104;;;;24,584185;24,584104;8,1E-05;;0,041963;8,1E-05;0,041882
1859;24,584185;24,584185;;;;24,626148;24,584185;0,041963;;0,051163;0,041963;0,0092
1860;24,626148;24,626148;;;;24,677311;24,626148;0,051163;;0,018553;0,051163;-0,03261
1861;24,677311;24,677311;;;;24,695864;24,677311;0,018553;;0;0,018553;-0,018553
1862;24,695864;24,695864;;;;24,695864;24,695864;0;;0,000272;0;0,000272
1863;24,695864;24,695864;;;;24,696136;24,695864;0,000272;;0,000106;0,000272;-0,000166
1864;24,696136;24,696136;;;;24,696242;24,696136;0,000106;;0,000969;0,000106;0,000863
1865;24,696242;24,696242;;;;24,697211;24,696242;0,000969;;0,000512;0,000969;-0,000457
1866;24,697211;24,697211;;;;24,697723;24,697211;0,000512;;0,000479;0,000512;-3,3E-05
1867;24,697723;24,697723;;;;24,698202;24,697723;0,000479;;0,000107;0,000479;-0,000372
1868;24,698202;24,698202;;;;24,698309;24,698202;0,000107;;0,000123;0,000107;1,6E-05
1869;24,698309;24,698309;;;;24,698432;24,698309;0,000123;;0,002852;0,000123;0,002729
1870;24,698432;24,698432;;;;24,701284;24,698432;0,002852;;0,025044;0,002852;0,022192
1871;24,701284;24,701284;;;;24,726328;24,701284;0,025044;;0,000147;0,025044;-0,024897
1872;24,726328;24,726328;;;;24,726475;24,726328;0,000147;;0,001684;0,000147;0,001537
1873;24,726475;24,726475;;;;24,728159;24,726475;0,001684;;0,001263;0,001684;-0,000421
1874;24,728159;24,728159;;;;24,729422;24,728159;0,001263;;8,7E-05;0,001263;-0,001176
1875;24,729422;24,729422;;;;24,729509;24,729422;8,7E-05;;0,011942;8,7E-05;0,011855
1876;24,729509;24,729509;;;;24,741451;24,729509;0,011942;;0,001238;0,011942;-0,010704
1877;24,741451;24,741451;;;;24,742689;24,741451;0,001238;;0,000154;0,001238;-0,001084
1878;24,742689;24,742689;;;;24,742843;24,742689;0,000154;;0,005416;0,000154;0,005262
1879;24,742843;24,742843;;;;24,748259;24,742843;0,005416;;0,016593;0,005416;0,011177
1880;24,748259;24,748259;;;;24,764852;24,748259;0,016593;;0,000108;0,016593;-0,016485
1881;24,764852;24,764852;;;;24,76496;24,764852;0,000108;;0,001176;0,000108;0,001068
1882;24,76496;24,76496;;;;24,766136;24,76496;0,001176;;0,049079;0,001176;0,047903
1883;24,766136;24,766136;;;;24,815215;24,766136;0,049079;;0,025404;0,049079;-0,023675
1884;24,815215;24,815215;;;;24,840619;24,815215;0,025404;;0,000275;0,025404;-0,025129
1885;24,840619;24,840619;;;;24,840894;24,840619;0,000275;;0;0,000275;-0,000275
1886;24,840894;24,840894;;;;24,840894;24,840894;0;;0;0;0
1887;24,840894;24,840894;;;;24,840894;24,840894;0;;0;0;0
1888;24,840894;24,840894;;;;24,840894;24,840894;0;;0;0;0
1889;24,840894;24,840894;;;;24,840894;24,840894;0;;0,00015;0;0,00015
1890;24,840894;24,840894;;;;24,841044;24,840894;0,00015;;0,003119;0,00015;0,002969
1891;24,841044;24,841044;;;;24,844163;24,841044;0,003119;;0,007154;0,003119;0,004035
1892;24,844163;24,844163;;;;24,851317;24,844163;0,007154;;0;0,007154;-0,007154
1894;24,851317;24,851317;;;;24,851317;24,851317;0;;0;0;0
1895;24,851317;24,851317;;;;24,851317;24,851317;0;;0,000335;0;0,000335
1896;24,851317;24,851317;;;;24,851652;24,851317;0,000335;;0;0,000335;-0,000335
1897;24,851652;24,851652;;;;24,851652;24,851652;0;;0;0;0
1898;24,851652;24,851652;;;;24,851652;24,851652;0;;0,021356;0;0,021356
1899;24,851652;24,851652;;;;24,873008;24,851652;0,021356;;0,035209;0,021356;0,013853
1900;24,873008;24,873008;;;;24,908217;24,873008;0,035209;;1E-04;0,035209;-0,035109
1903;24,908217;24,908217;;;;24,908317;24,908217;1E-04;;0;1E-04;-1E-04
1904;24,908317;24,908317;;;;24,908317;24,908317;0;;0,003109;0;0,003109
1905;24,908317;24,908317;;;;24,911426;24,908317;0,003109;;0;0,003109;-0,003109
1906;24,911426;24,911426;;;;24,911426;24,911426;0;;0,000232;0;0,000232
1907;24,911426;24,911426;;;;24,911658;24,911426;0,000232;;0;0,000232;-0,000232
1908;24,911658;24,911658;;;;24,911658;24,911658;0;;6,3E-05;0;6,3E-05
1909;24,911658;24,911658;;;;24,911721;24,911658;6,3E-05;;0;6,3E-05;-6,3E-05
1910;24,911721;24,911721;;;;24,911721;24,911721;0;;0,057159;0;0,057159
1911;24,911721;24,911721;;;;24,96888;24,911721;0,057159;;0,002991;0,057159;-0,054168
1913;24,96888;24,96888;;;;24,971871;24,96888;0,002991;;0,005137;0,002991;0,002146
1914;24,971871;24,971871;;;;24,977008;24,971871;0,005137;;0,000191;0,005137;-0,004946
1915;24,977008;24,977008;;;;24,977199;24,977008;0,000191;;0,170169;0,000191;0,169978
1916;24,977199;24,977199;;;;25,147368;24,977199;0,170169;;0,060331;0,170169;-0,109838
1917;25,147368;25,147368;;;;25,207699;25,147368;0,060331;;0,000152;0,060331;-0,060179
1918;25,207699;25,207699;;;;25,207851;25,207699;0,000152;;0,000873;0,000152;0,000721
1919;25,207851;25,207851;;;;25,208724;25,207851;0,000873;;0,057836;0,000873;0,056963
1920;25,208724;25,208724;;;;25,26656;25,208724;0,057836;;0,026462;0,057836;-0,031374
1921;25,26656;25,26656;;;;25,293022;25,26656;0,026462;;0,002939;0,026462;-0,023523
1922;25,293022;25,293022;;;;25,295961;25,293022;0,002939;;0;0,002939;-0,002939
1923;25,295961;25,295961;;;;25,295961;25,295961;0;;0;0;0
1924;25,295961;25,295961;;;;25,295961;25,295961;0;;0;0;0
1925;25,295961;25,295961;;;;25,295961;25,295961;0;;0,050929;0;0,050929
1926;25,295961;25,295961;;;;25,34689;25,295961;0,050929;;6,7E-05;0,050929;-0,050862
1927;25,34689;25,34689;;;;25,346957;25,34689;6,7E-05;;0;6,7E-05;-6,7E-05
1928;25,346957;25,346957;;;;25,346957;25,346957;0;;0,000192;0;0,000192
1929;25,346957;25,346957;;;;25,347149;25,346957;0,000192;;2,8E-05;0,000192;-0,000164
1930;25,347149;25,347149;;;;25,347177;25,347149;2,8E-05;;0;2,8E-05;-2,8E-05
1931;25,347177;25,347177;;;;25,347177;25,347177;0;;0,003114;0;0,003114
1932;25,347177;25,347177;;;;25,350291;25,347177;0,003114;;3,1E-05;0,003114;-0,003083
1933;25,350291;25,350291;;;;25,350322;25,350291;3,1E-05;;0;3,1E-05;-3,1E-05
1934;25,350322;25,350322;;;;25,350322;25,350322;0;;0,008777;0;0,008777
1935;25,350322;25,350322;;;;25,359099;25,350322;0,008777;;0,010288;0,008777;0,001511
1936;25,359099;25,359099;;;;25,369387;25,359099;0,010288;;0,000121;0,010288;-0,010167
1937;25,369387;25,369387;;;;25,369508;25,369387;0,000121;;0,00093;0,000121;0,000809
1938;25,369508;25,369508;;;;25,370438;25,369508;0,00093;;0;0,00093;-0,00093
1939;25,370438;25,370438;;;;25,370438;25,370438;0;;7E-05;0;7E-05
1940;25,370438;25,370438;;;;25,370508;25,370438;7E-05;;0,019401;7E-05;0,019331
1941;25,370508;25,370508;;;;25,389909;25,370508;0,019401;;0,012878;0,019401;-0,006523
1942;25,389909;25,389909;;;;25,402787;25,389909;0,012878;;0,000131;0,012878;-0,012747
1943;25,402787;25,402787;;;;25,402918;25,402787;0,000131;;0,00117;0,000131;0,001039
1944;25,402918;25,402918;;;;25,404088;25,402918;0,00117;;0,006496;0,00117;0,005326
1945;25,404088;25,404088;;;;25,410584;25,404088;0,006496;;9,6E-05;0,006496;-0,0064
1946;25,410584;25,410584;;;;25,41068;25,410584;9,6E-05;;0,000748;9,6E-05;0,000652
1947;25,41068;25,41068;;;;25,411428;25,41068;0,000748;;0;0,000748;-0,000748
1948;25,411428;25,411428;;;;25,411428;25,411428;0;;0;0;0
1949;25,411428;25,411428;;;;25,411428;25,411428;0;;6,4E-05;0;6,4E-05
1950;25,411428;25,411428;;;;25,411492;25,411428;6,4E-05;;0;6,4E-05;-6,4E-05
1951;25,411492;25,411492;;;;25,411492;25,411492;0;;0;0;0
1952;25,411492;25,411492;;;;25,411492;25,411492;0;;0;0;0
1953;25,411492;25,411492;;;;25,411492;25,411492;0;;0;0;0
1954;25,411492;25,411492;;;;25,411492;25,411492;0;;0;0;0
1955;25,411492;25,411492;;;;25,411492;25,411492;0;;0,009788;0;0,009788
1956;25,411492;25,411492;;;;25,42128;25,411492;0,009788;;0,005785;0,009788;-0,004003
1957;25,42128;25,42128;;;;25,427065;25,42128;0,005785;;9,3E-05;0,005785;-0,005692
1958;25,427065;25,427065;;;;25,427158;25,427065;9,3E-05;;0,012244;9,3E-05;0,012151
1959;25,427158;25,427158;;;;25,439402;25,427158;0,012244;;0,004712;0,012244;-0,007532
1960;25,439402;25,439402;;;;25,444114;25,439402;0,004712;;0;0,004712;-0,004712
1961;25,444114;25,444114;;;;25,444114;25,444114;0;;0;0;0
1962;25,444114;25,444114;;;;25,444114;25,444114;0;;0;0;0
1963;25,444114;25,444114;;;;25,444114;25,444114;0;;0;0;0
1964;25,444114;25,444114;;;;25,444114;25,444114;0;;0,00019;0;0,00019
1965;25,444114;25,444114;;;;25,444304;25,444114;0,00019;;0,000105;0,00019;-8,5E-05
1966;25,444304;25,444304;;;;25,444409;25,444304;0,000105;;0;0,000105;-0,000105
1967;25,444409;25,444409;;;;25,444409;25,444409;0;;0;0;0
1968;25,444409;25,444409;;;;25,444409;25,444409;0;;0;0;0
1969;25,444409;25,444409;;;;25,444409;25,444409;0;;0;0;0
1970;25,444409;25,444409;;;;25,444409;25,444409;0;;0;0;0
1971;25,444409;25,444409;;;;25,444409;25,444409;0;;0,005078;0;0,005078
1972;25,444409;25,444409;;;;25,449487;25,444409;0,005078;;6,5E-05;0,005078;-0,005013
1973;25,449487;25,449487;;;;25,449552;25,449487;6,5E-05;;0,00361;6,5E-05;0,003545
1974;25,449552;25,449552;;;;25,453162;25,449552;0,00361;;0;0,00361;-0,00361
1975;25,453162;25,453162;;;;25,453162;25,453162;0;;0;0;0
1976;25,453162;25,453162;;;;25,453162;25,453162;0;;8,2E-05;0;8,2E-05
1977;25,453162;25,453162;;;;25,453244;25,453162;8,2E-05;;0,010052;8,2E-05;0,00997
1978;25,453244;25,453244;;;;25,463296;25,453244;0,010052;;0,000104;0,010052;-0,009948
1979;25,463296;25,463296;;;;25,4634;25,463296;0,000104;;0,000887;0,000104;0,000783
1980;25,4634;25,4634;;;;25,464287;25,4634;0,000887;;0,015429;0,000887;0,014542
1981;25,464287;25,464287;;;;25,479716;25,464287;0,015429;;0;0,015429;-0,015429
1982;25,479716;25,479716;;;;25,479716;25,479716;0;;0;0;0
1983;25,479716;25,479716;;;;25,479716;25,479716;0;;0;0;0
1984;25,479716;25,479716;;;;25,479716;25,479716;0;;0;0;0
1985;25,479716;25,479716;;;;25,479716;25,479716;0;;0;0;0
1986;25,479716;25,479716;;;;25,479716;25,479716;0;;0;0;0
1987;25,479716;25,479716;;;;25,479716;25,479716;0;;0,000147;0;0,000147
1988;25,479716;25,479716;;;;25,479863;25,479716;0,000147;;0,000113;0,000147;-3,4E-05
1989;25,479863;25,479863;;;;25,479976;25,479863;0,000113;;0;0,000113;-0,000113
1990;25,479976;25,479976;;;;25,479976;25,479976;0;;0;0;0
1991;25,479976;25,479976;;;;25,479976;25,479976;0;;0;0;0
1992;25,479976;25,479976;;;;25,479976;25,479976;0;;0;0;0
1993;25,479976;25,479976;;;;25,479976;25,479976;0;;0,001595;0;0,001595
1994;25,479976;25,479976;;;;25,481571;25,479976;0,001595;;0;0,001595;-0,001595
1995;25,481571;25,481571;;;;25,481571;25,481571;0;;0;0;0
1996;25,481571;25,481571;;;;25,481571;25,481571;0;;0;0;0
1997;25,481571;25,481571;;;;25,481571;25,481571;0;;0;0;0
1998;25,481571;25,481571;;;;25,481571;25,481571;0;;0;0;0
1999;25,481571;25,481571;;;;25,481571;25,481571;0;;0,000122;0;0,000122
2000;25,481571;25,481571;;;;25,481693;25,481571;0,000122;;0,00135;0,000122;0,001228
2001;25,481693;25,481693;;;;25,483043;25,481693;0,00135;;0;0,00135;-0,00135
2002;25,483043;25,483043;;;;25,483043;25,483043;0;;0;0;0
2003;25,483043;25,483043;;;;25,483043;25,483043;0;;7E-05;0;7E-05
2004;25,483043;25,483043;;;;25,483113;25,483043;7E-05;;0,014777;7E-05;0,014707
2005;25,483113;25,483113;;;;25,49789;25,483113;0,014777;;0;0,014777;-0,014777
2006;25,49789;25,49789;;;;25,49789;25,49789;0;;0;0;0
2007;25,49789;25,49789;;;;25,49789;25,49789;0;;0;0;0
2008;25,49789;25,49789;;;;25,49789;25,49789;0;;0;0;0
2009;25,49789;25,49789;;;;25,49789;25,49789;0;;0;0;0
2010;25,49789;25,49789;;;;25,49789;25,49789;0;;0,00025;0;0,00025
2011;25,49789;25,49789;;;;25,49814;25,49789;0,00025;;0,053199;0,00025;0,052949
2012;25,49814;25,49814;;;;25,551339;25,49814;0,053199;;0,040148;0,053199;-0,013051
2013;25,551339;25,551339;;;;25,591487;25,551339;0,040148;;0,030948;0,040148;-0,0092
2014;25,591487;25,591487;;;;25,622435;25,591487;0,030948;;0,060102;0,030948;0,029154
2015;25,622435;25,622435;;;;25,682537;25,622435;0,060102;;0,00225;0,060102;-0,057852
2016;25,682537;25,682537;;;;25,684787;25,682537;0,00225;;0;0,00225;-0,00225
2017;25,684787;25,684787;;;;25,684787;25,684787;0;;0;0;0
2018;25,684787;25,684787;;;;25,684787;25,684787;0;;0;0;0
2019;25,684787;25,684787;;;;25,684787;25,684787;0;;0;0;0
2020;25,684787;25,684787;;;;25,684787;25,684787;0;;0;0;0
2021;25,684787;25,684787;;;;25,684787;25,684787;0;;7,5E-05;0;7,5E-05
2022;25,684787;25,684787;;;;25,684862;25,684787;7,5E-05;;0,001643;7,5E-05;0,001568
2023;25,684862;25,684862;;;;25,686505;25,684862;0,001643;;0;0,001643;-0,001643
2024;25,686505;25,686505;;;;25,686505;25,686505;0;;0;0;0
2025;25,686505;25,686505;;;;25,686505;25,686505;0;;0;0;0
2026;25,686505;25,686505;;;;25,686505;25,686505;0;;7,3E-05;0;7,3E-05
2027;25,686505;25,686505;;;;25,686578;25,686505;7,3E-05;;0,0026;7,3E-05;0,002527
2028;25,686578;25,686578;;;;25,689178;25,686578;0,0026;;0;0,0026;-0,0026
2029;25,689178;25,689178;;;;25,689178;25,689178;0;;0;0;0
2030;25,689178;25,689178;;;;25,689178;25,689178;0;;0;0;0
